Tweet,Keyword,tweet_lowercase
"Nepal reports 257 new Covid-19 cases According to the ministry, 981,976 infected people have recovered from the disease so far. The number of active cases stands at 3,146. ",COVID-19,"nepal reports 257 new covid-19 cases according to the ministry, 981,976 infected people have recovered from the disease so far. the number of active cases stands at 3,146. "
"Nepal logs eight new Covid-19 cases According to the Health Ministry, 964,608 infected people have recovered from the disease so far and the number of active cases stands at 1,758. ",COVID-19,"nepal logs eight new covid-19 cases according to the health ministry, 964,608 infected people have recovered from the disease so far and the number of active cases stands at 1,758. "
Nepal reports 16 new Covid-19 cases The number of active cases stands at 95. ,COVID-19,nepal reports 16 new covid-19 cases the number of active cases stands at 95. 
"Ministry set to launch nationwide Covid-19 booster campaign Booster shots will be given in Kathmandu on April 24 and 25, and in Lalitpur on April 25, 26 and 27.  — by @arjunpoudeltkp",COVID-19,"ministry set to launch nationwide covid-19 booster campaign booster shots will be given in kathmandu on april 24 and 25, and in lalitpur on april 25, 26 and 27.  — by @arjunpoudeltkp"
Nepal reports 113 new Covid-19 cases The number of active cases stands at 471. ,COVID-19,nepal reports 113 new covid-19 cases the number of active cases stands at 471. 
Nepal reports 44 new Covid-19 cases The number of active cases stands at 314. ,COVID-19,nepal reports 44 new covid-19 cases the number of active cases stands at 314. 
"Nepal reports 391 new Covid-19 cases The number of active cases stands at 2,276. ",COVID-19,"nepal reports 391 new covid-19 cases the number of active cases stands at 2,276. "
OPINION: What is China’s Covid-19 endgame? The government’s political stake in the strategy’s early success has become a barrier to recovery.  — by Nancy Qian,COVID-19,opinion: what is china’s covid-19 endgame? the government’s political stake in the strategy’s early success has become a barrier to recovery.  — by nancy qian
Nepal reports 53 new Covid-19 cases The number of active cases stands at 333. ,COVID-19,nepal reports 53 new covid-19 cases the number of active cases stands at 333. 
"Nepal logs 10 new Covid-19 cases According to the Health Ministry, 966,373 infected people have recovered from the disease so far and the number of active cases stands at 350. ",COVID-19,"nepal logs 10 new covid-19 cases according to the health ministry, 966,373 infected people have recovered from the disease so far and the number of active cases stands at 350. "
Nepal reports 49 new Covid-19 cases The number of active cases stands at 163. ,COVID-19,nepal reports 49 new covid-19 cases the number of active cases stands at 163. 
"Nepal receives over 556,640 doses of Sinovac-CoronaVac Covid-19 vaccine The latest shipment is the final consignment of 4 million doses provided by China under grant assistance.  — by @arjunpoudeltkp",COVID-19,"nepal receives over 556,640 doses of sinovac-coronavac covid-19 vaccine the latest shipment is the final consignment of 4 million doses provided by china under grant assistance.  — by @arjunpoudeltkp"
Nepal reports 26 new Covid-19 cases The number of active cases stands at 111. ,COVID-19,nepal reports 26 new covid-19 cases the number of active cases stands at 111. 
"Nepal reports 324 new Covid-19 cases According to the ministry, 980,663 infected people have recovered from the disease so far. The number of active cases stands at 3,943. ",COVID-19,"nepal reports 324 new covid-19 cases according to the ministry, 980,663 infected people have recovered from the disease so far. the number of active cases stands at 3,943. "
"Pfizer-BioNTech’s bivalent Covid-19 vaccine to arrive next week COVAX facility will supply 500,000 doses each in three tranches, on February 13, 16 and possibly on 23. ",COVID-19,"pfizer-biontech’s bivalent covid-19 vaccine to arrive next week covax facility will supply 500,000 doses each in three tranches, on february 13, 16 and possibly on 23. "
"Nepal reports 263 new Covid-19 cases Two new deaths were reported in the last 24 hours. Number of active cases stands at 5,434. ",COVID-19,"nepal reports 263 new covid-19 cases two new deaths were reported in the last 24 hours. number of active cases stands at 5,434. "
"Nepal reports 202 new Covid-19 cases According to the ministry, 981,521 infected people have recovered from the disease so far. The number of active cases stands at 3,313. ",COVID-19,"nepal reports 202 new covid-19 cases according to the ministry, 981,521 infected people have recovered from the disease so far. the number of active cases stands at 3,313. "
Nagdhunga tunnel project deadline extended by a year Delays caused by Covid-19 among other issues cited for the extension of the completion period to April 25 next year. ,COVID-19,nagdhunga tunnel project deadline extended by a year delays caused by covid-19 among other issues cited for the extension of the completion period to april 25 next year. 
New Zealand Covid-19 death rate at record levels ,COVID-19,new zealand covid-19 death rate at record levels 
"Nepal reports 271 new Covid-19 cases According to the ministry, 982,151 infected people have recovered from the disease so far. The number of active cases stands at 3,194. ",COVID-19,"nepal reports 271 new covid-19 cases according to the ministry, 982,151 infected people have recovered from the disease so far. the number of active cases stands at 3,194. "
Most polymerase chain reaction test labs shut for months Decline in Covid-19 cases and shortage of resources blamed amid worries over new surge in India spilling over.  — by @arjunpoudeltkp,COVID-19,most polymerase chain reaction test labs shut for months decline in covid-19 cases and shortage of resources blamed amid worries over new surge in india spilling over.  — by @arjunpoudeltkp
"Nepal reports 634 new Covid-19 cases According to the ministry, 979,774 infected people have recovered from the disease so far. The number of active cases stands at 4,221. ",COVID-19,"nepal reports 634 new covid-19 cases according to the ministry, 979,774 infected people have recovered from the disease so far. the number of active cases stands at 4,221. "
